s1_entity_id	missed_entity_id	source	s1_business_name	s1_business_address	s1_country	target_business_name	target_business_address	target_country
S1-750590059	S3-377903912	Source 3	Smart & Brothers Private Limited	Plot No 83-B, F/F, Kh No. 104/11 Amar Colony Phase 2, Mundka Mdk N494, Delhi, West Delhi, Delhi	India	smartbrothers.com	H.no 83-B, North West, Delhi, DL	India
S1-276904317	S3-411628767	Source 3	Wingo Animal Hospital Inc	16460 Partrich Blackburn Road, AL, Unit LOT 38B, Buhl	US	Evoyuma	Alabama, 16460 Partrich Blackburn Road, # LOT 38B, Buhl	US
S1-611872999	S3-374098255	Source 3	Maid Barbershop LLC	598 Park Drive, Statesville, NC	US	maidbarbershop.com	PO Box 5162, Statesville, North Carolina, Park Dr	US
S1-717482440	S2-24402412	Source 2	East Red Construction Private Limited	33, Radha Krishna Vihar, Govind Pura, Jhotwara, Jaipur, Rajasthan	India	ईस्ट रेड कंस्ट्रक्शन प्राइवेट लिमिटेड	33/2, JAIPUR, Rajasthan	India
S1-717482440	S2-371166108	Source 2	East Red Construction Private Limited	33, Radha Krishna Vihar, Govind Pura, Jhotwara, Jaipur, Rajasthan	India	ईस्ट रेड कंस्ट्रक्शन प्राइवेट लिमिटेड	Rajasthan, JAIPUR, 33/2, JAIPUR	India
S1-444172136	S2-313541200	Source 2	Swastik Exports Private Limited	C-7-204 Stutee Residency Palgam Road Palgam Adajan, Surat, Gujarat	India	સ્વસ્તિક એક્સપોર્ટ્સ પ્રાઇવેટ લિમિટેડ	SURAT, C-7-204 STUTEE RESIDENCY PALGAM ROAD PALGAM ADAJAN, Gujarat, SURAT	India
S1-439956189	S3-365164611	Source 3	Marietta United Generation	Marietta, 1130 Lancaster Street, OH	US	Mariettaunitedgenerationcom	1130 Lancaster St, Ohio, Mrietta CDP	US
S1-663700187	S2-306178113	Source 2	Hatton and Navarro	216 2nd Avenue, Malta, MT	US	Hatton and Narvaror		US
S1-663700187	S2-463126384	Source 2	Hatton and Navarro	216 2nd Avenue, Malta, MT	US	hattonnavarro.com	216 2ST AVENUE, MALTA, MT	US
S1-977211605	S3-290316648	Source 3	Blue Developers Private Limited	S-31 Govind Marg Adarsh Nagar, Jaipur, Rajasthan	India	ब्लू डेवलपर्स प्राइवेट लिमिटेड	S-31 Goivnd Marg Adarsh Nagar, Jaipur, राजस्थान	India
S1-694589616	S3-467546601	Source 3	Global Tech Pvt Ltd	C/O Mr. Y. Venkata Reddy, Gid Kaasireddy Nagar Gdlr, Giddalur, Prakasam, Andhra Pradesh	India	గ్లోబల్ టెక్ ప్రైవేట్ లిమిటెడ్	C/o Mr. Y. Venlata Reddy, Gid Kaasireddy Nagar Gdlr, Giddalur, Prakasam, AP	India
S1-466710529	S3-290661125	Source 3	85/10 Landscaping	4126 Barker Hill Road, Lafayette, NY	US	85/10 Lándscaping	New York, 4126-4130 Barker Hill Road, Lafayette	US
S1-337265868	S3-959331681	Source 3	Urban Agro Private Limited	C/O Md Hashim, Rampur, Kuddarkatti, Balu Chauk, Araria, Bihar	India	अर्बन एग्रो प्राइवेट लिमिटेड	C/o Md Hastim, Rampur, Kuddarkatti, Balu Chauk, Araria, BR	India
S1-939038449	S3-484753618	Source 3	Surya Media LLP	Old No.10, New No.23, Thiruvengadam Street Extension, Raja Annamalaipuram, Chennai, Tamil Nadu	India	Partners Surya LLP	No 10, New No.23, Thiruvengadam Street Extension, Raja Annamalaipuram, Madras, Chennai, தமிழ்நாடு	India
S1-939038449	S3-378508077	Source 3	Surya Media LLP	Old No.10, New No.23, Thiruvengadam Street Extension, Raja Annamalaipuram, Chennai, Tamil Nadu	India	5urya Media L.L.P.	Madras, Chennai, TN, Old No.10	India
S1-532498443	S3-342289115	Source 3	Maruthi Advisors	Guntur, Andhra Pradesh, 12-455/4F5, Abc Towers, Revenue Ward 12, Tadepalli, Tadepalle	India	Maruthi	12-455/4F5, Abc Towers, Revenue Ward 12, Tadepalli, Guntur, Andhra Pradesh, Tadepalle	India
S1-361564708	S2-248909303	Source 2	Office of Finance	68 Chestnut Street, Unit Apartment 4A5, Cold Spring, NY	US	OFFICE OF FISNNCE	PO BOX 3935, COLD SPRING, 68 CHESTNUT ST, NY	US
S1-412914735	S3-209103735	Source 3	Indo Technologies Private Limited	A-494, Ground Floor G.D Colony, Mayur Vihar, Ph-3, Delhi, East Delhi, Delhi	India	इंडो टेक्नोलॉजीज प्राइवेट लिमिटेड	A-494, East Delhi, Delhi, DL	India
S1-412914735	S2-972459254	Source 2	Indo Technologies Private Limited	A-494, Ground Floor G.D Colony, Mayur Vihar, Ph-3, Delhi, East Delhi, Delhi	India	इंडो टेक्नोलॉजीज प्राइवेट लिमिटेड	A-494., DELHI, EAST DELHI, Delhi	India
S1-412914735	S3-546903424	Source 3	Indo Technologies Private Limited	A-494, Ground Floor G.D Colony, Mayur Vihar, Ph-3, Delhi, East Delhi, Delhi	India	इंडो टेक्नोलॉजीज प्राइवेट लिमिटेड	A-494, DL, East Delhi, Delhi	India
S1-39341417	S3-929151346	Source 3	Tirupati Gold Estate Private Limited	Phase Ii Vsez, Plot No 34/1D, Andhra Pradesh, Vishakhapatnam, Visakhapatnam	India	తిరుపతి గోల్డ్ ఎస్టేట్ ప్రైవేట్ లిమిటెడ్	34/1D, Vishakhapatnam, Visakhapatnam, ఆంధ్రప్రదేశ్	India
S1-953251552	S2-933178528	Source 2	Future Software Private Limited	11-11-117, Flat No.B-304, Jubilee Homes Indiranagar Colony, Kothapet, Hyderabad, Rangareddy, Telangana	India	ఫ్యూచర్ సాఫ్ట్‌వేర్ ప్రైవేట్ లిమిటెడ్	11-11-117, N/A, RANGAREDDY, HYDERABAD, Telangana	India
S1-953251552	S3-262957558	Source 3	Future Software Private Limited	11-11-117, Flat No.B-304, Jubilee Homes Indiranagar Colony, Kothapet, Hyderabad, Rangareddy, Telangana	India	ఫ్యూచర్ సాఫ్ట్‌వేర్ ప్రైవేట్ లిమిటెడ్	00150 11-11-117, Hyderabad, Rangareddy, Andhra Pradesh	India
S1-780921055	S3-968420647	Source 3	Lyca &consultancy Private Limited	Hyderabad, Telangana, Andhra Pradesh, Flat No. 404. Ananad Plazalakasikapool Andhra Pradesh	India	lycaconsultancy.com	No 404. Ananad Plazalakasikapool Andhra Pradesh, Andhra Pradesh, Saifabad, TG	India
S1-780921055	S2-215042301	Source 2	Lyca &consultancy Private Limited	Hyderabad, Telangana, Andhra Pradesh, Flat No. 404. Ananad Plazalakasikapool Andhra Pradesh	India	Smt Lyca Private Limited Services		India
S1-199895129	S3-219501685	Source 3	Marla Meagher Opportunity LLC	1806 Cherokee Bluff Drive, Knoxville, TN	US	Marla	Knoxville, 1806 Cherokee Bluff Drive, TN	US
S1-249364063	S3-717863694	Source 3	Gold Management Private Limited	Sharad Villa, Sps Marg J M Road, Near Post Office, Bhandup West, Flat No. 5, Mumbai, Maharashtra, Mumbai City	India	Dr goldmanagementprivate.com	Flt No. 5, Sharad Villa, Sps Marg J M Road, Near Post Office, Bhandup West, Mumbai, Mumbai City, महाराष्ट्र	India
S1-249364063	S2-266257050	Source 2	Gold Management Private Limited	Sharad Villa, Sps Marg J M Road, Near Post Office, Bhandup West, Flat No. 5, Mumbai, Maharashtra, Mumbai City	India	G0ld Management Private Limited	FLAT NO. 5, SHARAD VILLA, SPS MARG J M ROAD, NEAR POST OFFICE, BHANDUP WEST, MUMBAI, MUMBAI CITY, महाराष्ट्र	India
S1-249364063	S2-654168663	Source 2	Gold Management Private Limited	Sharad Villa, Sps Marg J M Road, Near Post Office, Bhandup West, Flat No. 5, Mumbai, Maharashtra, Mumbai City	India	गोल्ड मैनेजमेंट प्राइवेट लिमिटेड	FLAT NO. 5, SHARAD VILLA, SPS MARG J M ROAD, NEAR POST OFFICE, BHANDUP WEST, MUMBAI, MUMBAI CITY, Maharashtra	India
S1-543640962	S2-119545463	Source 2	Premier Technologies Private Limited	5, 6 Thattan Thottam, 5Th, Street, Palladam Road, Tiruppur, Coimbatore, Tamil Nadu	India	Premier டெக்னாலஜீஸ் பிரைவேட் லிமிடெட்		India
S1-543640962	S3-182010208	Source 3	Premier Technologies Private Limited	5, 6 Thattan Thottam, 5Th, Street, Palladam Road, Tiruppur, Coimbatore, Tamil Nadu	India	பிரீமியர் டெக்னாலஜீஸ் பிரைவேட் லிமிடெட்	5, Coimbatore, Tiruppur, TN	India
S1-543640962	S2-365035537	Source 2	Premier Technologies Private Limited	5, 6 Thattan Thottam, 5Th, Street, Palladam Road, Tiruppur, Coimbatore, Tamil Nadu	India	பிரீமியர் டெக்னாலஜீஸ் பிரைவேட் லிமிடெட்	5, TIRUPPUR, COIMBATORE, Tamil Nadu	India
S1-757013296	S3-487245500	Source 3	Dj Software Pvt Ltd	Pitampura, North West, Delhi, Cd-34	India	Pvt Dj Sóftware Ltd	Cd-34, North West, DL, Pitampura	India
S1-137058302	S2-41324998	Source 2	Literacy Ministries Inc.	413 7th Street, Bloomfield, NM	US	Literacy Maistrlise Inc.	413 SEVENH ST, BLOOMFIELD, NM	US
S1-815811943	S3-127725173	Source 3	Lila Fitzgerald Grading LLC	Minnetonka, MN, 17318 Bay Lane	US	@lilafitzgerald	17318 Bay Ln, Minnetonka, Minnesota	US
S1-328593307	S3-41894621	Source 3	Certified Factory LP	125 8th Avenue, Yuma, AZ	US	Certifiedfactory.Com	12 Eighth Avenue, PO Box 4874, Yuma, Arizona	US
S1-912361100	S3-776498108	Source 3	Lucky Tavern	223 Peterson Street, Village Of Holmen, WI	US	Lucky Tlbvenr		US
S1-912361100	S2-534131981	Source 2	Lucky Tavern	223 Peterson Street, Village Of Holmen, WI	US	Lucky Lucky Tdaelvem	WI, HOLMEN  CDP, 223  Peterson St	US
S1-912361100	S3-632297664	Source 3	Lucky Tavern	223 Peterson Street, Village Of Holmen, WI	US	Lucky Tavem Inc.	Holmen Township, Wisconsin, ##223 Peterson St	US
S1-494533763	S3-253430807	Source 3	North Cascade Research	30251 Roosevelt Street, Maricopa County, AZ	US	cascaderesearch.com	Arizona, Maricopa County, Roosevelt Street	US
S1-641001735	S2-793351422	Source 2	Emerald Andretti	CA, Fontana, 11741 Driftwood Drive	US	EMERALD  AODRTET	11741 DRIFTWOOD DRIVE, FONTANA, CA	US
S1-58997889	S2-815224880	Source 2	Lakshmi Care Private Limited	H.No.61, Basai Enclave, Part-Ii, Near Green Field Public School, Garauli Road, Railway Road, Gurgaon, Haryana	India	लक्ष्मी केयर प्राइवेट लिमिटेड	61, RAILWAY ROAD, GURGAON, हरियाणा	India
S1-786584771	S3-121239805	Source 3	Park Creations LLP	502, Asmita, Meeta Kunj Chs, 14Th Road, Khar West, Mumbai, Maharashtra	India	(Service) Park LLP	502, Mumbai, MH	India
S1-541875970	S3-977437792	Source 3	Eckel Elite Lionheart Inc	8383 Seven Creeks Highway, Nakina, NC	US	ecke1elitelionheart.com	8383a Seven Creeks Highway, Nakina, North Carolina	US
S1-965063375	S3-168027965	Source 3	Pohl Partners, Inc	508 Harden Street, Unit G, Graham, NC	US	Pohl Pártners, Inc	North Carolina, 508 Harden St, Graham	US
S1-122888975	S3-931345914	Source 3	Vision Estate Private Limited	17-1, Roja Nagar, Ranganathapuram, Kannampalyam Road, Kannampalaym, Palladam, Coimbatore, Tamil Nadu	India	விஷன் எஸ்டேட் பிரைவேட் லிமிடெட்	#17-1, Palladam, Coimbatore, TN	India
S1-122888975	S2-257288400	Source 2	Vision Estate Private Limited	17-1, Roja Nagar, Ranganathapuram, Kannampalyam Road, Kannampalaym, Palladam, Coimbatore, Tamil Nadu	India	விஷன் எஸ்டேட் பிரைவேட் லிமிடெட்	17-1, PALLADAM, COIMBATORE, Tamil Nadu	India
S1-667897092	S2-613246413	Source 2	Virgo Charitable Trust	S-3/5C, Delhi, South Delhi, New Delhi, Third Floor, R/S Jogabai Extn.	India	Xyloevo	S-9-3/5C, NEW DELHI, दिल्ली, SOUTH DELHI	India
S1-673979622	S2-446503880	Source 2	Rural & Co	15 Amrakadam Nr Supersociety B/H Isro Ramdev Tekra Satelite, Ahmedabad, Gujarat	India	RUAL & CÓ	DOOR NO ##15 AMRAKADAM NR SUPERSOCIETY B/H ISRO RAMDEV TEKRA SATELITE, AHMEDABAD, ગુજરાત	India
S1-580199813	S2-340044895	Source 2	Henriquez's Silver Seafood	143 Rock Camp Road, Clarksburg, WV	US	henriquezssilverseafood.com	CLARKSBURG TOWNSHIP, 143-147 ROCK CAMP RD, WV	US
S1-33649305	S2-391543237	Source 2	Dental Partners L.L.C.	Bldg PARKER ROAD PRESCHOOL, Shrewsbury, 15 Parker Road, MA	US	Dental Pártners L.L.C.	PARKER RD, SHREWSBURY, MA	US
S1-377504378	S2-365425764	Source 2	Shyam Technology Private Limited	19 B Manas Nagar Jiya Mau Near Cancer Hospital Hazratganj Lucknow, Lucknow, Uttar Pradesh	India	श्याम टेक्नोलॉजी प्राइवेट लिमिटेड	LUCKNOW, #19 B MANAS NAGAR JIYA MAU NEAR CANCER HOSPITAL HAZRATGANJ LUCKNOW, Uttar Pradesh	India
S1-927006293	S3-268892545	Source 3	Sterling Environmental Holdings	WI, Town Of Excelsior, S2954 Fairway Drive	US	#Sterlingenvironmental	S2954 1/2 Fairway Dr, Reedsburg, Wisconsin	US
S1-769017555	S2-832561902	Source 2	Aditya Consultants Private Limited	5 Celler, Ahmedabad, Sumtinath Complex, Opp. Kothawala Flat, Pritamnagar, Ellisbridge, Ahmedabad, Gujarat	India	Aditya Consu1tants  Private	DOOR NO 5/2 CELLER, SUMTINATH COMPLNX, OPP. KOTHAWALA FLAT, PRITAMNAGAR, ELLISBRIDGE, AHMEDABAD, ગુજરાત	India
S1-983261225	S3-831999332	Source 3	Colonial Cambridge Co	407 60th Drive, IN, Merrillville	US	Colonial Co Service	##407 60st Dr, NULL, Merrillville, Indiana	US
S1-96688183	S2-332509995	Source 2	Prananth Clinic of Nagpur Pvt Ltd	House No. 96, Whc Road Dharampeth, Nagpur, Maharashtra	India	PRANANTHCLINICNAGPUR.COM	Maharashtra, HOUSE NO. 96, WHC ROAD DHARAMPETH, NAGPUR	India
S1-360834043	S3-773717221	Source 3	Dugan Education	970 Pembroke Place, Auburn, AL	US	-- Dugan Educgtsin	Alabama, 970 Pembroke Pl, Aubrun	US
S1-360834043	S3-674877609	Source 3	Dugan Education	970 Pembroke Place, Auburn, AL	US	Dugan Ediaction	970 Pembroee Place, Alabama, Aubrun	US
S1-633156008	S3-113882315	Source 3	Ilex Ventures Corp	No.B-106/2, Rajajinagar Indl.Estate, Rajajinagar, Bangalore-, Bangalore, Karnataka	India	llex Corp Partners	No.b-106/2, ಕರ್ನಾಟಕ, Rajajinagar Indl.estate, Rajajinagar, Bangalore-	India
S1-209671273	S2-215132896	Source 2	Om Construction LLP	Holding No-42, Atuhatpara, Saheb Bagan Road, Purba, Bardhaman, West Bengal	India	Partners Om LLP	HN 379 HOLDING NO-42, BARDHAMAN, West Bengal	India
S1-209671273	S3-106017916	Source 3	Om Construction LLP	Holding No-42, Atuhatpara, Saheb Bagan Road, Purba, Bardhaman, West Bengal	India	Om Constrcction LLP	Hrlding No-42, Atuhatpara, Saheb Bagan Road, Purba, Bardhaman, Katwa,burdwan,wb, WB	India
S1-601470414	S3-376961247	Source 3	Esteem Tech Private Limited	Uttar Pradesh, Noida, Gautam Buddha Nagar, A-44A, Ground Floor, Behind Mc Donald, Sector 16, Noida	India	Yumayuma	A-44A, Ground Floor, Behind Mc Donald, Sector 16, Noida, Noida, Gautam Buddha Nagar, Uttar Pradesh	India
S1-423058738	S3-843633110	Source 3	East Infrastructure Private Limited	185 Lingappa Chetty Street Coimbatore, Coimbatore, Tamil Nadu	India	ஈஸ்ட் இன்ஃப்ராஸ்ட்ரக்சர் பிரைவேட் லிமிடெட்	Door No 185 Lingappa Chetty Street Coimbatore, Coimbatore, TN	India
S1-671054734	S3-198435038	Source 3	Ksa Group	Central Delhi, Basement Dhawan Deep Building, 6 Jantar Mantar Ro, Ad, Delhi, New Delhi, B-1	India	Ksa Group Service	Basement Dhawan Deep Building, 6 Jantar Mantar Ro, Ad, New Delhi, दिल्ली, Central Delhi, Block G-675 B-1	India
S1-140655405	S3-249791063	Source 3	Huff System L.L.C.	1912 31st Street, Vancouver, WA	US	huffsystem.com	1912-1916 31nd Street, Vancouver, Washington	US
S1-140655405	S2-635884598	Source 2	Huff System L.L.C.	1912 31st Street, Vancouver, WA	US	Huff L.L.C. [Services]	1912 31ND STREET, VANCOUVER, WA	US
S1-16390941	S2-721198408	Source 2	BXL Westin	1916 Charleston Drive, Bedford, TX	US	EVONYLAMIRA	BEDFORD, Charleston Dr, TX	US
S1-179561709	S3-532238990	Source 3	Mumbai Life Private Limited	C/O Nilkanth P Mahadik, Room No. 4, Siddheshwr Chl Shastri Ngr D Mello, Compd Vakola Santacruz E, Mumbai, Maharashtra	India	mumbailife.com	Mumbai, Room No. 4, Siddheshwr Chl Shastri Ngr D Mello, Compd Vakola Santacruz E, C/o Nilkanth P Mahadik, Mumbai, MH	India
S1-123701242	S3-288793702	Source 3	TN Superfoods Limited	Thane, Near Ipol Factory Vasai (East), Maharashtra, Survey No.75 Valivfata, 94 (Pt)	India	TN Superf0ods Limited	No #94 (Pt), Thane, महाराष्ट्र	India
S1-412583452	S2-460321548	Source 2	Perfect Impex Private Limited	A-27, 182/29B New Kartar Nagar, Street No 7, Dhuri Lin, E, Ludhiana, Punjab	India	ਪਰਫੈਕਟ ਇੰਪੈਕਸ ਪ੍ਰਾਈਵੇਟ ਲਿਮਟਿਡ	NO. 221 A-27, LUDHIANA, Punjab	India
S1-412583452	S2-97416538	Source 2	Perfect Impex Private Limited	A-27, 182/29B New Kartar Nagar, Street No 7, Dhuri Lin, E, Ludhiana, Punjab	India	ਪਰਫੈਕਟ ਇੰਪੈਕਸ ਪ੍ਰਾਈਵੇਟ ਲਿਮਟਿਡ	NO. 221 A-27, LUDHIANA, Punjab	India
S1-898781175	S2-713763160	Source 2	Meraz Retail, LLC	Ashland, 565 Scenic Drive, OR	US	Meraz Retai1, LLC	565 SCENIC DRIVE, ASHLAND, OR	US
S1-443267904	S3-699020647	Source 3	Pink India Private Limited	Warangal Urban, 13-65, Kondailupally Nallabelli(Mdl), Telangana, Warangal	India	Pink Private Limited Center	Warangal Rural, Warangal Urban, Andhra Pradesh, Block F-220 13-65	India
S1-443267904	S2-453468518	Source 2	Pink India Private Limited	Warangal Urban, 13-65, Kondailupally Nallabelli(Mdl), Telangana, Warangal	India	Pink  lndia Private (Limited)	13-65, KONDAILUPALLY NALLABELLI(MDL), WARANGAL, తెలంగాణ	India
S1-443267904	S3-711623526	Source 3	Pink India Private Limited	Warangal Urban, 13-65, Kondailupally Nallabelli(Mdl), Telangana, Warangal	India	Pink  Private Limited Center	Block F-220 13-65, Kondailupally Nallabelli(mdl), Warangal Rural, Warangal Urban, Andhra Pradesh	India
S1-644220368	S2-279458093	Source 2	Great Golden Producer Private Limited	Room No-304, House No- 105, 3Rd Floor Chintamani Niwas Govind Patel Rd, Khar-W, Mumbai, Mumbai City, Maharashtra	India	ग्रेट गोल्डन प्रोड्यूसर प्राइवेट लिमिटेड	ROOM NO-304, MUMBAI, MUMBAI CITY, Maharashtra	India
S1-644220368	S3-996363378	Source 3	Great Golden Producer Private Limited	Room No-304, House No- 105, 3Rd Floor Chintamani Niwas Govind Patel Rd, Khar-W, Mumbai, Mumbai City, Maharashtra	India	ग्रेट गोल्डन प्रोड्यूसर प्राइवेट लिमिटेड	Room No-304, Bombay, Mumbai City, महाराष्ट्र	India
S1-292629594	S3-721183515	Source 3	EDE Constructions Private Limited	Survey No. 22/2 Cts No 4691, 4889 & 4990, Pimpri, Maharashtra, Shewale Centre A, Pune	India	EDE C0nstructions Private Limited	Pune, महाराष्ट्र, Survey No. 22/2 Cts No 4691, 4889 & 4990, Pimpri, Shewale Centre A	India
S1-292629594	S2-233818325	Source 2	EDE Constructions Private Limited	Survey No. 22/2 Cts No 4691, 4889 & 4990, Pimpri, Maharashtra, Shewale Centre A, Pune	India	Private EDE Cnttructions Limited	SHEWALE CENTRE A, PUNE, महाराष्ट्र	India
S1-77608133	S3-678622046	Source 3	IZ Face Pvt Ltd	Shahjahanpur, Sri.D.K.Gupta Krishna Nagar Colony Spn Shajahanpur Up Ind, Uttar Pradesh, Shahjahanpur	India	IZ Fe Pvt Ltd	Sri.d.k.gupta Krishna Nagar Colony Spn Shajahanpur Up Ind, Shahjahanpur, UP	India
S1-953052825	S2-268061479	Source 2	Supreme Software Private Limited	Maharashtra, Mumbai City, Mumbai, Worli Colony, 2 Floor 2 71 C Ramchandra Nakhwa House Kesharinathbuwa Bhaye Marg	India	सुप्रीम सॉफ्टवेयर प्राइवेट लिमिटेड	##2 FLOOR 2 71 C RAMCHANDRA NAKHWA HOUSE KESHARINATHBUWA BHAYE MARG, MUMBAI, MUMBAI CITY, Maharashtra	India
S1-953052825	S2-873463936	Source 2	Supreme Software Private Limited	Maharashtra, Mumbai City, Mumbai, Worli Colony, 2 Floor 2 71 C Ramchandra Nakhwa House Kesharinathbuwa Bhaye Marg	India	सुप्रीम सॉफ्टवेयर प्राइवेट लिमिटेड	###2 FLOOR 2 71 C RAMCHANDRA NAKHWA HOUSE KESHARINATHBUWA BHAYE MARG, MUMBAI, MUMBAI CITY, महाराष्ट्र	India
S1-723635101	S3-464022555	Source 3	Mumbai Commercial Pvt Ltd	Unit No. 204, 2Nd Floor, Nirmal Industrial Estate Sion Road No. 29, Sion Fort, Sion East, Mumbai, Mumbai City, Maharashtra	India	Fayeavidrex+ DBA: Mumbai Commercial Pvt Ltd	Maharashtra, Mumbai, Unit No. 204, Mumbai City, 2Nd Floor, Nirmal Industrial Estate Sion Road No. 29, Sion Fort, Sion East	India
S1-944593548	S2-972448913	Source 2	International Hospitality Private Limited	68(61/B Flat No. A-5, Block No.A, Gandhi Nagar 4Th Main Road, Adyar, Chennai, Tamil Nadu	India	இன்டர்நேஷனல் ஹாஸ்பிடாலிட்டி பிரைவேட் லிமிடெட்	Tamil Nadu, CHENNAI, PLOT 366 68(61/B FLAT NO. A-5, BLOCK NO.A, GANDHI NAGAR 4TH MAIN ROAD, ADYAR, CHENNAI	India
S1-944593548	S2-993486836	Source 2	International Hospitality Private Limited	68(61/B Flat No. A-5, Block No.A, Gandhi Nagar 4Th Main Road, Adyar, Chennai, Tamil Nadu	India	இன்டர்நேஷனல் ஹாஸ்பிடாலிட்டி பிரைவேட் லிமிடெட்	CHENNAI, Tamil Nadu, CHENNAI, PLOT 366 68(61/B FLAT NO. A-5	India
S1-329245082	S2-153096499	Source 2	Balaji International Pvt Ltd	Mewatipura, Bahraich, Uttar Pradesh, Bahraich, Near - Shyam Karan Awas	India	बालाजी इंटरनेशनल प्रा. लि.	MEWATIPURA, NEAR - SHYAM KARAN AWAS, BAHRAICH, Uttar Pradesh	India
S1-329245082	S3-622002143	Source 3	Balaji International Pvt Ltd	Mewatipura, Bahraich, Uttar Pradesh, Bahraich, Near - Shyam Karan Awas	India	बालाजी इंटरनेशनल प्रा. लि.	Bahraich, Mewatipura, Near - Shyam Karan Awas, UP, Bahraich	India
S1-988032499	S2-380725321	Source 2	Universal Logistics Private Limited	No.1, Ground Floor, Shyam Court Apartments Judge Jambulingam Street, Mylapore, Chen, Nai, Chennai, Tamil Nadu, No.19/16	India	Orbidova	19/16, MADRAS, CHENNAI, Tamil Nadu	India
S1-988032499	S2-344682095	Source 2	Universal Logistics Private Limited	No.1, Ground Floor, Shyam Court Apartments Judge Jambulingam Street, Mylapore, Chen, Nai, Chennai, Tamil Nadu, No.19/16	India	யுனிவர்சல் லாஜிஸ்டிக்ஸ் பிரைவேட் லிமிடெட்	NO 19/16, CHENNAI, Tamil Nadu	India
S1-988032499	S2-580435589	Source 2	Universal Logistics Private Limited	No.1, Ground Floor, Shyam Court Apartments Judge Jambulingam Street, Mylapore, Chen, Nai, Chennai, Tamil Nadu, No.19/16	India	யுனிவர்சல் லாஜிஸ்டிக்ஸ் பிரைவேட் லிமிடெட்	NO.19/16, MADRAS, CHENNAI, தமிழ்நாடு	India
S1-804760757	S2-902074772	Source 2	Forever Smart Pvt Ltd	Door No 4/273B, Fishing Harbour Road, Beypore, Kozhikode, Kerala	India	F0rever Snat Pvt Ltd	4/273B, BEYPORE, KOZHIKODE, Kerala	India
S1-357690932	S3-400272157	Source 3	Perfect Solutions Private Limited	Telangana, 35-3-307/1 Fci Colony, Warangal Urban, Hanamkonda, Hanamkanda	India	పర్‌ఫెక్ట్ సొల్యూషన్స్ ప్రైవేట్ లిమిటెడ్	35-3-307/1 Fci Coony, Hanamkanda, Hanamkonda, Warangal Urban, TG	India
S1-357690932	S3-860711501	Source 3	Perfect Solutions Private Limited	Telangana, 35-3-307/1 Fci Colony, Warangal Urban, Hanamkonda, Hanamkanda	India	Perfect సొల్యూషన్స్ ప్రైవేట్ లిమిటెడ్		India
S1-357690932	S3-3678758	Source 3	Perfect Solutions Private Limited	Telangana, 35-3-307/1 Fci Colony, Warangal Urban, Hanamkonda, Hanamkanda	India	Perfect Sólutions	TG, Hanamkonda, Hanamkanda, No 35-3-307/1 Fci Colony	India
S1-782194998	S3-368966531	Source 3	Golden Products Private Limited	Jk Star Homes, P. No. 6 F.No.202, Nagpur, Maharashtra	India	गोल्डन प्रोडक्ट्स प्राइवेट लिमिटेड	Jk Star Homse, Nagpur, MH	India
S1-782194998	S2-200615828	Source 2	Golden Products Private Limited	Jk Star Homes, P. No. 6 F.No.202, Nagpur, Maharashtra	India	गोल्डन प्रोडक्ट्स प्राइवेट लिमिटेड	NAGPUR, JK STAR HOMES, NAGPUR, Maharashtra	India
S1-782194998	S2-994050937	Source 2	Golden Products Private Limited	Jk Star Homes, P. No. 6 F.No.202, Nagpur, Maharashtra	India	गोल्डन प्रोडक्ट्स प्राइवेट लिमिटेड	NAGPUR, JK STAR HOMES, Maharashtra, NAGPUR	India
S1-719560574	S3-88763660	Source 3	Fortune Industries Limited	Plot No 72-A, S/F, Kh No 28/25/2 Kunwar Singh Nagar, Nangloi, Delhi, West Delhi, Delhi	India	Ectoriza d/b/a Fortune Industries Limited	Plot No 72-A, Delhi, S/F, Kh No 28/25/2 Kunwar Singh Nagar, Nangloi, West Delhi, Delhi	India
S1-719560574	S2-341513300	Source 2	Fortune Industries Limited	Plot No 72-A, S/F, Kh No 28/25/2 Kunwar Singh Nagar, Nangloi, Delhi, West Delhi, Delhi	India	फॉर्च्यून इंडस्ट्रीज लिमिटेड	PLOT NO #72-A, WEST DELHI, null, Delhi	India
S1-380986625	S2-95289513	Source 2	Shyam Energy Pvt Ltd	Marwadi Wadij D Ambedkar Marg Parel Village, Mumbai, Maharashtra	India	श्याम एनर्जी प्रा. लि.	MUMBAI, MARWADI WADIJ D AMBEDKAR MARG PAREL VILLAGE, MUMBAI, महाराष्ट्र	India
S1-30417317	S2-765750993	Source 2	Michaeline Carter, D.O., DDS PC	275 6100, Murray, UT	US	michaelinecarterdo.com	6100, MURRAY, UT	US
S1-765233993	S2-709189952	Source 2	Red Foods Limited	C/O Parvej Alam, Umrapur, Murshidabad, West Bengal	India	রেড ফুডস লিমিটেড	MURSHIDABAD, পশ্চিমবঙ্গ, C/O PARVEJ ALAM	India
S1-676352537	S3-347228218	Source 3	Binder Summit Inc	805 Capitol Street, Spencer, WV	US	bindersummit.com	West Virginia, Capitol St, Spencer	US
S1-537119099	S3-554001579	Source 3	DVH Land Private Limited	Shop C-5/662, Ist Floor, Shivpuri Patparganj Road, Krishna Nagar, Delhi, East Delhi, Delhi	India	dvhland.com	दिल्ली, Ist Floor, Shivpuri Patparganj Road, Krishna Nagar, Shop C-5/662, East Delhi	India
